CodigoArea;Nombre;Nodos
56AS;Oviedo (distrito 16);2880
56BA;Badajoz (distrito 02);2881
56BI;Barakaldo (distrito 05);2882
56CO;Fuente Palmera y Fuente Carreteros;2883
56CZ;Chiclana de la Frontera (distrito 01);2884
56CÑ;Miño;2885
56GC;Palmas de Gran Canaria, Las (SCD Number 4-E);2886
56GI;Ripoll;2887
56GR;Padul;2888
56JA;Linares (distrito 05);2889
56MA;Vélez-Málaga (distrito 03);2890
56MU;Murcia (SCD Number 3-B);2891
56NA;Berrioplano/Berriobeiti;2892
56PO;Vigo (SCD Distrito 4-zona Coia);2893
56TA;Vendrell, El;2894
56TF;Santa Cruz de Tenerife (distrito 12);2895
56TO;Illescas;2896
56ZA;Zaragoza (SCD Number 4-A);2897
57AS;Siero;2898
57BA;Badajoz (distrito 03);2899
57BI;Barakaldo (distrito 06);2900
57CO;Hinojosa del Duque;2901
57CZ;Conil de la Frontera;2902
57CÑ;Mugardos;2903
57GC;Palmas de Gran Canaria, Las (SCD Number 5-A);2904
57GI;Roses;2905
57GR;Peligros;2906
57JA;Linares (distrito 06);2907
57MA;Vélez-Málaga (distrito 04);2908
57MU;Murcia (SCD Number 4-A);2909
57NA;Berriozar;2910
57PO;Vigo (SCD Distrito 4-zona Balaidos);2911
57TA;Vila-seca;2912
57TF;Arona (sección 016 y otras secciones del distrito 01);2913
57TO;Madridejos;2914
57ZA;Zaragoza (SCD Number 4-B);2915
58AS;Gijón (SCD Alto Pumarin);2916
58BA;Badajoz (distrito 04);2917
58BI;Barakaldo (distrito 07);2918
58CO;Lucena;2919
58CZ;Vejer de la Frontera;2920
58CÑ;Muros;2921
58GI;Salt;2922
58GR;Pinos Puente;2923
58JA;Linares (distrito 07);2924
58MA;Torremolinos;2925
58MU;Murcia (SCD Number 4-B);2926
58NA;Zizur Mayor/Zizur Nagusia;2927
58PO;Vigo (SCD Distrito 5-zona Freixeiro-Castrelos);2928
58TA;Salou;2929
58TF;Arona (sección 026 y otras secciones del distrito 01);2930
58TO;Mora;2931
58ZA;Zaragoza (SCD Number 4-C);2932
59AS;Gijón (SCD Ceares/Ciares);2933
59BA;Badajoz (distrito 05);2934
59BI;Barakaldo (distrito 08);2935
59CO;Montilla;2936
59CZ;Barbate;2937
59CÑ;Narón;2938
59GI;Sant Feliu de Guíxols;2939
59GR;Pulianas;2940
59MA;Málaga (SCD Centro);2941
59MU;Murcia (SCD Number 4-C);2942
59NA;Pamplona/Iruña (distrito 01);2943
59PO;Vigo (SCD Distrito 6-zona Teis);2944
59TA;Canonja, La;2945
59TO;Nambroca;2946
59ZA;Zaragoza (SCD Number 4-D);2947
60AS;Gijón (SCD Contrueces);2948
60BA;Badajoz (distrito 06);2949
60BI;Barakaldo (distrito 09);2950
60CO;Nueva Carteya;2951
60CZ;Tarifa;2952
60CÑ;Negreira;2953
60GI;Santa Cristina d'Aro;2954
60GR;Salobreña;2955
60MA;Málaga (SCD Litoral Este: Malaqueta-Limonar);2956
60MU;Murcia (SCD Number 5-A);2957
60NA;Pamplona/Iruña (distrito 02);2958
60PO;Vigo (SCD Distrito 7-zona Calvario);2959
60TA;Reus (distrito 01);2960
60TO;Olías del Rey;2961
60ZA;Zaragoza (SCD Number 5-A);2962
61AS;Gijón (SCD El Centro-Cimavilla);2963
61BA;Badajoz (distrito 07);2964
61BI;Bilbao (SCD Deustu 1);2965
61CO;Palma del Río;2966
61CZ;Algeciras (distrito 03);2967
61CÑ;Noia;2968
61GI;Sarrià de Ter;2969
61GR;Santa Fe;2970
61MA;Málaga (SCD Litoral Este: El Palo - El Candado);2971
61MU;Murcia (SCD Number 5-B);2972
61NA;Pamplona/Iruña (distrito 03);2973
61PO;Vigo (SCD Distrito 7-zona Lavadores);2974
61TA;Reus (distrito 02);2975
61TO;Puebla de Montalbán, La;2976
61ZA;Zaragoza (SCD Number 5-B);2977
62AS;Gijón (SCD El Coto-Les Mestes-Viesques);2978
62BA;Badajoz (distrito 09);2979
62BI;Bilbao (SCD Deustu 2);2980
62CO;Peñarroya-Pueblonuevo;2981
62CZ;Algeciras (distrito 02);2982
62CÑ;Oleiros;2983
62GI;Sils;2984
62GR;Zubia, La;2985
62MA;Málaga (SCD Pedrizas: Ciudad Jardín);2986
62MU;Murcia (SCD Number 6-A);2987
62NA;Pamplona/Iruña (distrito 04);2988
62PO;Vigo (SCD Distrito 8-zona Beade Bembrive);2989
62TA;Reus (distrito 03);2990
62TO;Quintanar de la Orden;2991
62ZA;Zaragoza (SCD Number 5-C);2992
63AS;Gijón (SCD El Llano);2993
63BA;Badajoz (distrito 10);2994
63BI;Bilbao (SCD Uribarri 1);2995
63CO;Pozoblanco;2996
63CZ;Algeciras (distrito 04);2997
63CÑ;Ordes;2998
63GI;Torroella de Montgrí;2999
63GR;Gabias, Las;3000
63MA;Málaga (SCD Pedrizas: Segalerva - Olletas);3001
63MU;Murcia (SCD Number 6-B);3002
63NA;Pamplona/Iruña (distrito 05);3003
63PO;Vigo (SCD Distrito 9-zona Oia Coruxo);3004
63TA;Reus (distrito 04);3005
63ZA;Zaragoza (SCD Number 5-D);3006
64AS;Gijón (SCD El Natahoyo-Moreda);3007
64BA;Mérida (distrito 01);3008
64BI;Bilbao (SCD Uribarri 2);3009
64CO;Puente Genil;3010
64CZ;Algeciras (distrito 01);3011
64CÑ;Oroso;3012
64GI;Tossa de Mar;3013
64GR;Vegas del Genil;3014
64MA;Málaga (SCD Rosaleda:Palma - Palmilla);3015
64MU;Murcia (SCD Number 7-A);3016
64NA;Pamplona/Iruña (distrito 06);3017
64PO;Silleda;3018
64TA;Reus (distrito 05);3019
64TO;Sonseca;3020
64ZA;Zaragoza (SCD Number 6-A);3021
65AS;Gijón (SCD El Polígono-Laviada);3022
65BA;Mérida (distrito 06);3023
65BI;Bilbao (SCD Otxarkoaga-Txurdinaga);3024
65CO;Santaella y Guijarrosa, La;3025
65CZ;Barrios, Los;3026
65CÑ;Outes;3027
65GI;Vidreres;3028
65GR;Granada (distrito 01);3029
65MA;Málaga (SCD Rosaleda: Trinidad);3030
65MU;Murcia (SCD Number 7-B);3031
65NA;Pamplona/Iruña (distrito 07);3032
65TA;Reus (distrito 06);3033
65TO;Torrijos;3034
65ZA;Zaragoza (SCD Number 6-B);3035
66AS;Gijón (SCD Jove-Veriña-Tremañes);3036
66BI;Bilbao (SCD Begoña 1);3037
66CO;Villa del Río;3038
66CZ;San Roque;3039
66CÑ;Padrón;3040
66GI;Vilafant;3041
66GR;Granada (distrito 02);3042
66MA;Málaga (SCD Rosaleda: Suárez - Carlos Haya);3043
66MU;Murcia (SCD Number 8);3044
66NA;Pamplona/Iruña (distrito 08);3045
66TA;Reus (distrito 07);3046
66TO;Ugena;3047
66ZA;Zaragoza (SCD Number 7);3048
67AS;Gijón (SCD L´Arena-Parque);3049
67BI;Bilbao (SCD Ibaiondo 1);3050
67CZ;Línea de la Concepción, La (distrito 07);3051
67CÑ;Pino, O;3052
67GI;Girona (distrito 01);3053
67GR;Granada (distrito 03);3054
67MA;Málaga (SCD Puerto de la Torre);3055
67MU;Molina de Segura (sección 051 y otras secciones del distrito 01);3056
67TA;Reus (distrito 08);3057
67TO;Villacañas;3058
67ZA;Zaragoza (SCD Number 8-A);3059
68AS;Gijón (SCD La Calzada);3060
68BI;Bilbao (SCD Ibaiondo 2);3061
68CZ;Línea de la Concepción, La (distrito 06);3062
68CÑ;Pobra do Caramiñal, A;3063
68GI;Girona (distrito 02);3064
68GR;Granada (distrito 06);3065
68MA;Málaga (SCD Prolongación: Portada Alta - San Rafael);3066
68MU;Molina de Segura (sección 026 y otras secciones del distrito 01);3067
68TA;Tarragona (distrito 04);3068
68TO;Yeles;3069
68ZA;Zaragoza (SCD Number 8-B);3070
69AS;Gijón (SCD Pumarín);3071
69BI;Bilbao (SCD Abando 1);3072
69CZ;Línea de la Concepción, La (distrito 03);3073
69CÑ;Ponteceso;3074
69GI;Girona (distrito 03);3075
69GR;Granada (distrito 07);3076
69MA;Málaga (SCD Teatinos);3077
69TA;Tarragona (distrito 05);3078
69TO;Yepes;3079
69ZA;Zaragoza (SCD Number 9);3080
70AS;Gijón (SCD Roces-Montevil);3081
70BI;Bilbao (SCD Abando 2);3082
70CZ;Línea de la Concepción, La (distrito 05);3083
70CÑ;Pontedeume;3084
70GI;Girona (distritos 04 y 05);3085
70GR;Granada (distrito 09);3086
70MA;Málaga (SCD Guadalhorce);3087
70TA;Tarragona (distrito 06);3088
70TO;Yuncos;3089
70ZA;Zaragoza (SCD Number 10-A);3090
71AS;Gijón (SCD Rural);3091
71BI;Bilbao (SCD Errekalde 1);3092
71CZ;Línea de la Concepción, La (distrito 04);3093
71CÑ;Porto do Son;3094
71MA;Málaga (SCD Campanillas);3095
71TA;Tarragona (distrito 07);3096
71TO;Talavera de la Reina (distrito 01);3097
71ZA;Zaragoza (SCD Number 10-B);3098
72AS;Avilés (sección 036 y otras secciones del distrito 01);3099
72BI;Bilbao (SCD Errekalde 2);3100
72CZ;Línea de la Concepción, La (distrito 01);3101
72CÑ;Rianxo;3102
72GI;Girona (distrito 06);3103
72MA;Málaga (SCD Prolongación: Mármoles - Carranque);3104
72TA;Tarragona (distrito 08);3105
72TO;Talavera de la Reina (distrito 03);3106
72ZA;Zaragoza (SCD Number 10-C);3107
73AS;Avilés (sección 053 y otras secciones del distrito 01);3108
73BI;Bilbao (SCD Basartu-Zorrotza);3109
73CZ;Línea de la Concepción, La (distrito 02);3110
73CÑ;Ribeira;3111
73MA;Málaga (SCD Prolongación: La Unión - Cruz de Humilladero);3112
73TA;Tarragona (distrito 09);3113
73TO;Talavera de la Reina (distrito 04);3114
73ZA;Zaragoza (SCD Number 10-D);3115
74BI;Getxo (distrito 01);3116
74CÑ;Sada;3117
74MA;Málaga (SCD Litoral Oeste: Huelín);3118
74TO;Toledo (distrito 05);3119
74ZA;Zaragoza (SCD Number 10-E);3120
75BI;Getxo (distrito 02);3121
75CÑ;Santa Comba;3122
75MA;Málaga (SCD Litoral Oeste: La Paz - Parque Mediterráneo);3123
75TO;Toledo (distrito 06);3124
75ZA;Zaragoza (SCD Number 11);3125
76BI;Getxo (distrito 03);3126
76CÑ;Santiago de Compostela (distrito 01);3127
76MA;Málaga (SCD Litoral Oeste: La Luz - San Andrés);3128
76TO;Toledo (distrito 07);3129
77CÑ;Santiago de Compostela (distrito 02);3130
77MA;Málaga (SCD Litoral Oeste: Puerta Blanca - Fincal El Pato);3131
78CÑ;Santiago de Compostela (distrito 03);3132
78MA;Málaga (SCD Churriana - Bahía Málaga);3133
79CÑ;Santiago de Compostela (distrito 04);3134
79MA;Mijas (sección 026 y otras secciones del distrito 01);3135
80CÑ;Santiago de Compostela (distrito 05);3136
80GR;Motril (distrito 01);3137
80MA;Mijas (sección 011 y otras secciones del distrito 01);3138
81CÑ;Teo;3139
81GR;Motril (distrito 02);3140
82CÑ;Valdoviño;3141
82GR;Motril (distrito 03);3142
83CÑ;Vedra;3143
83GR;Motril (distrito 04);3144
84CÑ;Vimianzo;3145
84GR;Motril (distrito 05) y Torrenueva Costa;3146
85CÑ;Zas;3147
85GR;Puebla de Don Fadrique y otros municipios;3148
IB01;Valldemossa y otros municipios;3149
IB02;Selva y otros municipios;3150
IB03;Campanet y Búger;3151
IB04;Vilafranca de Bonany y otros municipios;3152
IB05;Sencelles y Santa Eugènia;3153
IB06;Consell;3154
IB07;Alaró;3155
IB08;Sineu y otros municipios;3156
IB09;Llubí y Maria de la Salut;3157
IB10;Montuïri y Sant Joan;3158
IB11;Salines, Ses;3159
IB12;Mercadal, Es;3160
IB13;Ferreries y Migjorn Gran, Es;3161
IB14;Alaior;3162
IB15;Alcúdia;3163
IB16;Algaida;3164
IB17;Andratx;3165
IB18;Artà;3166
IB19;Binissalem;3167
IB20;Bunyola;3168
IB21;Calvià;3169
IB22;Campos;3170
IB23;Capdepera;3171
IB24;Ciutadella de Menorca;3172
IB25;Esporles;3173
IB26;Felanitx;3174
IB27;Formentera;3175
IB28;Eivissa;3176
IB29;Inca;3177
IB30;Lloseta;3178
IB31;Llucmajor;3179
IB32;Maó-Mahón;3180
IB33;Manacor;3181
IB34;Marratxí;3182
IB35;Muro;3183
IB36;Pollença;3184
IB37;Porreres;3185
IB38;Pobla, Sa;3186
IB39;Sant Antoni de Portmany;3187
IB40;Sant Josep de sa Talaia;3188
IB41;Sant Joan de Labritja;3189
IB42;Sant Llorenç des Cardassar;3190
IB43;Sant Lluís;3191
IB44;Santa Eulària des Riu;3192
IB45;Santa Margalida;3193
IB46;Santa María del Camí;3194
IB47;Santanyí;3195
IB48;Sóller;3196
IB49;Son Servera;3197
IB50;Castell, Es;3198
IB51;Palma de Mallorca (SCD Number 1-A);3199
IB52;Palma de Mallorca (SCD Number 1-B);3200
IB53;Palma de Mallorca (SCD Number 2-A);3201
IB54;Palma de Mallorca (SCD Number 2-B);3202
IB55;Palma de Mallorca (SCD Number 2-C);3203
IB56;Palma de Mallorca (SCD Number 2-D);3204
IB57;Palma de Mallorca (SCD Number 3-A);3205
IB58;Palma de Mallorca (SCD Number 3-B);3206
IB59;Palma de Mallorca (SCD Number 3-C);3207
IB60;Palma de Mallorca (SCD Number 4-A);3208
IB61;Palma de Mallorca (SCD Number 4-B);3209
IB62;Palma de Mallorca (SCD Number 4-C);3210
IB63;Palma de Mallorca (SCD Number 4-D);3211
IB64;Palma de Mallorca (SCD Number 4-E);3212
IB65;Palma de Mallorca (SCD Number 5-A);3213
IB66;Palma de Mallorca (SCD Number 5-B);3214
